University,Status,Target Major,Term,Q,V,AWA,Total,TOEFL,UG College,UG Major,CGPA,Papers,Work Ex
Kansas State University,Admit,Computer Science,Fall 2016,163,150,3.5,313,106,"Institute of Engineering & Science, IPS Academy",Computer Science,7.12,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,159,141,3,300,110,Gitam University,Information Technology,8.88,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2018,164,151,3.5,315,107,Chandigarh Engineering College,Information Technology,86.28,N/A,27 Mo
Kansas State University,Admit,Computer Science,Spring 2016,147,139,2,286,5,bapatla engineering college,Information Technology,70,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,158,142,3.5,300,N/A,"Matrusri Engineering College, Saidabad",Computer Science,71,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,170,147,3.5,317,95,JK Lakshmipat University,Computer Science,8.42,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,N/A,N/A,N/A,N/A,7,Keshav Memorial Institute of Technology (KMIT),Computer Science,7.3,1,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,162,154,4.5,316,107,N/A,Computer Science,7.5,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,157,150,4,307,7,Muffakham Jah College of Engineering and Technology,Mechanical Engineering,68,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,166,148,4,314,107,"Institute of Engineering and Technology, DAVV",Information Technology,76,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,163,143,3.5,306,7,VR Siddhartha engineering college,Computer Science,9.57,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,162,148,3,310,91,Gitam University,Computer Science,7.63,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,155,152,5,307,107,"MPSTME, NMIMS University",Computer Science,69.74,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,163,144,3,307,93,Sreenidhi Institute of Science and Technology,Computer Science,86.18,N/A,17 Mo
Kansas State University,Admit,Computer Science,Spring 2019,161,139,3,300,7,"CMR College of Engineering , Hyderabad",Computer Science,77.65,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2018,164,146,3.5,310,91,Maharashtra Institute of Technology,Computer Science,64,N/A,42 Mo
Kansas State University,Admit,Computer Science,Spring 2018,159,150,3,309,7.5,"Jawaharlal Nehru Institute of Technology, Hyderabad",ECE,77.62,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,161,145,3,306,7,CVR College of Engineering,Computer Science,7.88,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,164,159,3,323,109,Shri Vaishnav Institute of Technology & Science,Information Technology,6.98,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,170,156,3.5,326,102,Sgsits,Computer Science,7.45,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,160,140,3,300,90,S.J.C.Institute of Technology,Computer Science,70,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,161,153,3,314,102,"College Of Technology, GBPUAT",Computer Science,7,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,160,144,4,304,7,VRSEC,Computer Science,8.68,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,160,157,3,317,8,BVRIT Hyderabad College of Engineering for Women,Information Technology,72.9,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,162,146,3.5,308,97,Truba College of Engineering & Technology,Computer Science,7.02,N/A,22 Mo
Kansas State University,Admit,Computer Science,Fall 2017,163,151,3.5,314,N/A,Amity University,Computer Science,6.89,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,158,151,4.5,309,101,Sreenidhi Institute of Science and Technology,Computer Science,77.2,N/A,17 Mo
Kansas State University,Admit,Computer Science,Spring 2019,164,140,3,304,7,RVR & JC College of Engineering,Computer Science,9.54,N/A,15 Mo
Kansas State University,Admit,Computer Science,Fall 2016,170,156,3.5,326,102,Sgsits,Computer Science,7.45,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,163,166,4,329,104,SRM University,Computer Science,77,1,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,162,151,3.5,313,96,N/A,N/A,N/A,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,168,153,0,321,105,"Institute of Engineering and Technology, DAVV",Computer Science,70.5,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,161,158,3,319,116,St. Thomas College Of Engg.,Computer Science,9.12,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,166,145,4,311,7.5,Osmania University,Computer Science,70,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,162,164,4,326,113,Sir M. Visvesvaraya Institute Of Technology (MVIT),Computer Science,60,1,0 Mo
Kansas State University,Admit,Computer Science,Spring 2017,167,153,3,320,113,VNR Vignana Jyothi Institute of Engineering and Technology,Computer Science,87,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,162,146,3.5,308,107,MVJ College Of Engineering,Computer Science,71.37,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2018,165,147,3.5,312,N/A,guru gobind singh indraprastha university,Computer Science,76,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2017,166,148,3,314,93,Chaitanya Bharathi Institute of Technology,Computer Science,8.3,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2019,160,143,3,303,6.5,sarvajanik college of engineering and technology,Computer Science,7.55,N/A,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,160,149,4,309,101,VTU/PESSE,Computer Science,66,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2013,161,145,3,306,102,"vignan institute of technology and science, hyderabad",Computer Science,70,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2014,162,145,3,307,7,JNTU,N/A,77,0,0 Mo
Kansas State University,Admit,Computer Science,Spring 2011,160,146,3,306,89,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,Computer Science,80.4,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,160,147,N/A,307,92,N/A,N/A,74.9,0,25 Mo
Kansas State University,Admit,Computer Science,Fall 2015,161,149,3,310,96,Medicaps Institute of Science and Technology,Computer Science,7.48,0,6 Mo
Kansas State University,Admit,Computer Science,Fall 2014,165,146,3,311,95,IIIT Allahabad,N/A,8.18,0,24 Mo
Kansas State University,Admit,Computer Science,Fall 2016,160,141,N/A,301,110,"GITAM University , Visakhapatnam",Information Technology,8.88,0,5 Mo
Kansas State University,Admit,Computer Science,Fall 2011,158,161,3,319,104,Amity University,Information Technology,72.6,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2014,162,150,3,312,99,JNTUH,N/A,78.6,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2013,160,141,3,301,95,JBREC,Computer Science,72.3,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2014,170,149,3.5,319,96,Heritage Institute of Technology,Computer Science,88,0,86 Mo
Kansas State University,Admit,Computer Science,Spring 2014,165,146,3.5,311,N/A,VR Siddhartha Eng College,Computer Science,77,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,163,150,N/A,313,106,"Institute of Engineering & Science, IPS Academy, Indore",Computer Science,7,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,165,161,5,326,112,Rajiv Gandhi Prodyogiki Vishwavidhyalaya,N/A,7.4,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2014,159,141,2.5,300,90,Jntuh,N/A,73,0,0 Mo
Kansas State University,Admit,Computer Science,Spring 2013,166,154,2.5,320,102,GITAM UNIVERSITY,Information Technology,9.34,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,160,147,3.5,307,92,JNTUH,N/A,74.92,0,2 Mo
Kansas State University,Admit,Computer Science,Spring 2013,163,142,3,305,100,N/A,Computer Science,80.24,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2009,166,140,3.5,306,105,JNTU/CVR,Computer Science,75,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2011,157,165,4,322,113,JNTU,Information Technology,78.95,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,155,150,3,305,100,Anand Institute Of Higher Technology/Anna University,Computer Science,82,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,164,151,3,315,96,mvsr engineering college,Information Technology,78,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2014,165,150,3,315,96,JNTU Hyderabad,N/A,78,0,36 Mo
Kansas State University,Admit,Computer Science,Fall 2011,159,142,3,301,96,Jaya Engineering college,Computer Science,88,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,170,156,N/A,326,102,"Sgsits, Indore",Computer Science,7.45,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2011,151,146,3,297,109,N/A,N/A,84,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,168,153,4,321,N/A,Institute of Engineering and Technology,Computer Science,70,0,64 Mo
Kansas State University,Admit,Computer Science,Fall 2012,159,149,3.5,308,101,Chaitanya Bharathi Institute of Technology,Information Technology,73.75,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,166,146,N/A,312,90,N/A,N/A,9.86,0,5 Mo
Kansas State University,Admit,Computer Science,Fall 2014,162,149,3.5,311,103,Graphic Era university,Computer Science,79,4,48 Mo
Kansas State University,Admit,Computer Science,Fall 2014,166,147,3,313,95,IIIT-Allahabad,Information Technology,7.95,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,153,157,3,310,86,Coimbatore Insitute of Technology,EEE,8.41,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,163,143,N/A,306,6.5,"VR Siddhartha engineering college, Vijayawada",Computer Science,9.57,0,5 Mo
Kansas State University,Admit,Computer Science,Fall 2012,166,161,3,327,99,V R Siddhartha Eng college,Computer Science,87,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,166,146,4,312,112,SRM University,Computer Science,9.4,0,0 Mo
Kansas State University,Admit,Computer Science,Spring 2013,160,142,2.5,302,103,Gujarat University,Computer Science,70,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,166,151,3.5,317,93,VTU,Computer Science,N/A,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2013,159,160,4,319,N/A,RGPV- Medicap's Institute of Technology and Management,Computer Science,71,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,166,148,N/A,314,107,"Institute of Engineering and Technology, DAVV, Indore",Information Technology,76,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,160,150,3,310,107,CVR College of Engg.,N/A,80.33,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,164,144,3.5,308,105,Jawaharlal Nehru Technological University,Computer Science,79,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,155,148,4,303,112,Mody Institute of Technology and Science,Computer Science,6.83,0,24 Mo
Kansas State University,Admit,Computer Science,Fall 2015,166,146,3,312,91,SRM University,N/A,9.9,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2013,158,149,3.5,307,99,vrsec,Computer Science,85.5,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,164,148,2,312,96,"cbit,OU",Computer Science,77,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,166,157,3,323,96,MVSR Engineering College,Computer Science,84,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2012,153,150,4,303,107,N/A,N/A,N/A,0,0 Mo
Kansas State University,Admit,Computer Science,Spring 2013,163,150,2.5,313,97,Vellore Institute of Technology,Information Technology,8.79,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2015,162,151,N/A,313,96,N/A,N/A,77.1,0,25 Mo
Kansas State University,Admit,Computer Science,Fall 2015,160,147,3.5,307,92,JNTUH,Information Technology,74.92,0,29 Mo
Kansas State University,Admit,Computer Science,Fall 2014,165,150,N/A,315,96,N/A,N/A,78,0,30 Mo
Kansas State University,Admit,Computer Science,Fall 2006,166,158,4,324,115,"St Francis IoT, Mumbai University",Computer Science,60,0,0 Mo
Kansas State University,Admit,Computer Science,Fall 2016,162,154,N/A,316,107,"Obafemi Awolowo University, Nairobi",Computer Science,7.5,0,10 Mo
Kansas State University,Admit,Computer Science,Fall 2013,166,151,3,317,107,JNTU,Computer Science,71.67,0,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,158,152,4,310,103,Alliance University,Computer Science,82.06,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,166,152,3,318,104,Asansol Engineering college,Computer Science,7.61,N/A,36 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,167,167,6,334,119,St.josephs college of Engineering,Biotechnology,90,N/A,49 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2016,163,162,4,325,112,Nirma University,Computer Science,7,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,170,150,3.5,320,111,"Watumull Institute Of Electronics Engineering And Computer Technology, Worl",Computer Science,8.16,N/A,18 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,164,151,3,315,104,SHRI G.S. INSTITUTE OF TECHNOLOGY & SCIENCE,Computer Science,7.81,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,168,154,4,322,110,"Institute Of Technology, Nirma University",Computer Science,7.74,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,168,156,2.5,324,106,guru gobind singh indraprastha university,Computer Science,78.19,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Spring 2017,168,150,2.5,318,102,pvppcoe,Information Technology,60.95,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,170,160,4,330,111,Pune Institute of Computer Technology,Computer Science,72,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,170,156,4,326,109,Dhirubhai Ambani Institute of Information & Communication Technology (DA-II,Computer Science,8.17,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,167,157,4,324,117,"BITS Pilani, Pilani Campus",Computer Science,8.31,N/A,53 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,168,155,3.5,323,110,Sardar Patel Institute of Technology,Computer Science,8.79,1,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,169,158,4,327,116,Vellore Institute of Technology,ECE,8.9,1,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,166,154,4,320,108,"P.E.S. Institute of Technology, Bangalore",Computer Science,8.8,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,163,149,N/A,312,95,International Institute of Information Technology (IIIT),Computer Science,8.21,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,170,156,4,326,101,IIT Patna,EEE,8.67,N/A,5 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,164,150,N/A,314,102,NIT Durgapur,Computer Science,8.88,1,28 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2016,162,151,3,313,101,guru gobind singh indraprastha university,Computer Science,74.5,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,166,155,N/A,321,109,"College of Engineering, Guindy",ECE,9.12,N/A,31 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2017,161,152,4,313,104,SRM Easwari,Computer Science,8.23,1,26 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,164,150,N/A,314,92,PICT,Computer Science,72,N/A,16 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2016,159,155,3.5,314,110,"P.E.S. Institute of Technology, Bangalore",Computer Science,8.6,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,164,152,3,316,108,BIT Mesra,Computer Science,7.64,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,170,155,0,325,105,Sri Manakula Vinayagar Engineering College,Computer Science,8.24,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,168,150,3,318,110,IIT Bhubaneshwar,Computer Science,8.76,1,18 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,162,158,3,320,N/A,"BITS Pilani, Goa Campus",Information Technology,7.01,N/A,31 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2016,168,152,0,320,112,Institute of Engineering and Management Kolkata,Computer Science,8.58,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,169,161,N/A,330,113,Sardar Patel Institute of Technology,Computer Science,9,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,168,158,4.5,326,111,Pune Institute of Computer Technology,Computer Science,9.32,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2019,167,160,4,327,117,University of Mumbai,Computer Science,9.18,N/A,0 Mo
"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2018,163,152,4,315,103,SSN College of Engineering,Computer Science,8.1,N/A,16 Mo
